Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
141,CA-2019-100141,12-06-2019,14-06-2019,Standard Class,CUST-050,Customer 10,Consumer,India,Bangalore,Karnataka,240953,West,PROD-050,Office Supplies,Tables,Table,41009,1,0.06,10544
142,CA-2019-100142,23-06-2019,26-06-2019,Second Class,CUST-042,Customer 35,Home Office,India,Chennai,Maharashtra,886475,West,PROD-040,Office Supplies,Chairs,Notebook,15562,1,0.06,3454
143,CA-2019-100143,18-03-2019,23-03-2019,First Class,CUST-031,Customer 40,Corporate,India,Kochi,Delhi,580655,South,PROD-002,Furniture,Paper,Smartphone,51524,2,0.13,7782
144,CA-2019-100144,15-02-2019,19-02-2019,First Class,CUST-034,Customer 49,Corporate,India,Mumbai,Telangana,941812,North,PROD-086,Office Supplies,Chairs,Storage Box,58178,4,0.02,9654
145,CA-2019-100145,14-08-2019,17-08-2019,Standard Class,CUST-043,Customer 27,Consumer,India,Kochi,Kerala,776276,North,PROD-054,Office Supplies,Tables,Smartphone,40093,1,0.09,7578
146,CA-2019-100146,20-08-2019,23-08-2019,Standard Class,CUST-042,Customer 47,Home Office,India,Jaipur,Karnataka,433153,South,PROD-057,Office Supplies,Phones,Notebook,52118,1,0.11,5056
147,CA-2019-100147,21-09-2019,23-09-2019,Second Class,CUST-021,Customer 9,Home Office,India,Surat,Maharashtra,387057,West,PROD-089,Technology,Laptops,Binder,42799,4,0.01,11525
148,CA-2019-100148,14-08-2019,19-08-2019,First Class,CUST-024,Customer 36,Home Office,India,Kochi,Rajasthan,251650,North,PROD-049,Office Supplies,Laptops,Chair,24176,5,0.06,4411
149,CA-2019-100149,26-09-2019,29-09-2019,First Class,CUST-009,Customer 40,Consumer,India,Chennai,Tamil Nadu,168473,South,PROD-051,Office Supplies,Phones,Laptop,27716,1,0.03,1391
150,CA-2019-100150,07-09-2019,12-09-2019,Second Class,CUST-038,Customer 40,Home Office,India,Ahmedabad,Kerala,689094,North,PROD-049,Technology,Storage,Headphones,8118,1,0.01,2423
151,CA-2019-100151,29-05-2019,03-06-2019,First Class,CUST-004,Customer 3,Consumer,India,Hyderabad,Delhi,419656,West,PROD-083,Technology,Binders,Laptop,56190,5,0.11,11386
152,CA-2019-100152,01-01-2020,05-01-2020,Standard Class,CUST-010,Customer 25,Home Office,India,Bangalore,Gujarat,392525,North,PROD-086,Office Supplies,Paper,Laptop,16643,3,0.09,3707
153,CA-2019-100153,20-10-2019,25-10-2019,First Class,CUST-046,Customer 16,Consumer,India,Pune,Kerala,378670,West,PROD-063,Technology,Tables,Headphones,32696,1,0.19,5182
154,CA-2019-100154,10-03-2019,11-03-2019,First Class,CUST-033,Customer 26,Consumer,India,Ahmedabad,Rajasthan,959438,South,PROD-031,Furniture,Paper,Laptop,57870,1,0.09,17319
155,CA-2019-100155,16-05-2019,20-05-2019,Second Class,CUST-008,Customer 42,Home Office,India,Chennai,Kerala,388420,South,PROD-025,Office Supplies,Tables,Table,25950,5,0.07,4600
156,CA-2019-100156,17-05-2019,20-05-2019,Second Class,CUST-021,Customer 49,Consumer,India,Hyderabad,Maharashtra,261792,North,PROD-089,Office Supplies,Storage,Binder,48841,1,0.06,11302
157,CA-2019-100157,02-06-2019,07-06-2019,First Class,CUST-032,Customer 49,Consumer,India,Chennai,Gujarat,151941,North,PROD-084,Technology,Storage,Table,33490,1,0.02,2926
158,CA-2019-100158,05-04-2019,06-04-2019,Second Class,CUST-018,Customer 37,Corporate,India,Delhi,Tamil Nadu,574910,South,PROD-042,Office Supplies,Storage,Chair,10579,5,0.19,1145
159,CA-2019-100159,28-01-2019,02-02-2019,Standard Class,CUST-003,Customer 37,Corporate,India,Chennai,Maharashtra,163569,North,PROD-078,Furniture,Accessories,Storage Box,3411,5,0.15,777
160,CA-2019-100160,01-08-2019,04-08-2019,Second Class,CUST-049,Customer 21,Corporate,India,Delhi,Kerala,310463,West,PROD-010,Furniture,Phones,Table,11776,5,0.07,2332
161,CA-2019-100161,24-05-2019,29-05-2019,Second Class,CUST-032,Customer 23,Home Office,India,Bangalore,Karnataka,332884,South,PROD-094,Office Supplies,Laptops,Table,38347,2,0.17,5291
162,CA-2019-100162,07-06-2019,11-06-2019,First Class,CUST-038,Customer 21,Corporate,India,Surat,Maharashtra,373380,West,PROD-081,Technology,Accessories,Smartphone,52043,2,0.14,15238
163,CA-2019-100163,22-10-2019,25-10-2019,Second Class,CUST-020,Customer 23,Consumer,India,Pune,Tamil Nadu,465951,West,PROD-087,Office Supplies,Accessories,Laptop,16264,2,0.01,2561
164,CA-2019-100164,11-01-2019,13-01-2019,Second Class,CUST-047,Customer 6,Home Office,India,Surat,Telangana,833486,South,PROD-055,Office Supplies,Accessories,Headphones,38511,3,0.1,7407
165,CA-2019-100165,08-08-2019,09-08-2019,Second Class,CUST-005,Customer 42,Consumer,India,Mumbai,Telangana,755495,West,PROD-094,Furniture,Accessories,Headphones,26240,5,0.12,7686
166,CA-2019-100166,14-11-2019,16-11-2019,First Class,CUST-022,Customer 25,Consumer,India,Hyderabad,Maharashtra,998734,North,PROD-005,Furniture,Accessories,Table,51473,1,0.18,3615
167,CA-2019-100167,18-03-2019,21-03-2019,Standard Class,CUST-003,Customer 16,Home Office,India,Ahmedabad,Telangana,463073,West,PROD-076,Technology,Accessories,Binder,708,4,0.14,151
168,CA-2019-100168,26-11-2019,29-11-2019,Second Class,CUST-005,Customer 32,Home Office,India,Hyderabad,Rajasthan,926551,North,PROD-004,Technology,Phones,Storage Box,6388,2,0.1,813
169,CA-2019-100169,29-07-2019,02-08-2019,Standard Class,CUST-030,Customer 17,Home Office,India,Kochi,Maharashtra,157946,North,PROD-045,Technology,Tables,Headphones,55833,5,0.05,10464
170,CA-2019-100170,21-06-2019,26-06-2019,First Class,CUST-010,Customer 35,Consumer,India,Hyderabad,Telangana,187426,South,PROD-097,Technology,Accessories,Smartphone,28818,5,0.01,5004
171,CA-2019-100171,23-11-2019,26-11-2019,First Class,CUST-042,Customer 26,Corporate,India,Chennai,Kerala,831098,South,PROD-064,Office Supplies,Accessories,Smartphone,1265,2,0.04,67
172,CA-2019-100172,01-01-2020,02-01-2020,First Class,CUST-020,Customer 49,Consumer,India,Surat,Tamil Nadu,540202,North,PROD-070,Furniture,Binders,Table,10442,2,0.02,1268
173,CA-2019-100173,06-04-2019,07-04-2019,First Class,CUST-010,Customer 8,Consumer,India,Chennai,Gujarat,618941,West,PROD-004,Technology,Chairs,Binder,56211,1,0.07,3191
174,CA-2019-100174,01-06-2019,05-06-2019,Second Class,CUST-050,Customer 25,Home Office,India,Jaipur,Karnataka,916873,West,PROD-002,Furniture,Paper,Notebook,7981,4,0.01,476
175,CA-2019-100175,18-05-2019,21-05-2019,First Class,CUST-014,Customer 31,Corporate,India,Pune,Delhi,463865,North,PROD-087,Office Supplies,Accessories,Smartphone,40407,2,0.17,7388
176,CA-2019-100176,06-06-2019,08-06-2019,Standard Class,CUST-042,Customer 50,Consumer,India,Mumbai,Rajasthan,208798,West,PROD-046,Technology,Binders,Headphones,27670,2,0.13,3554
177,CA-2019-100177,28-12-2019,31-12-2019,Standard Class,CUST-043,Customer 26,Home Office,India,Mumbai,Telangana,147055,North,PROD-005,Technology,Chairs,Smartphone,52381,2,0.08,6051
178,CA-2019-100178,01-04-2019,06-04-2019,Second Class,CUST-021,Customer 19,Home Office,India,Bangalore,Gujarat,331189,West,PROD-092,Furniture,Paper,Laptop,24864,4,0.16,3773
179,CA-2019-100179,11-07-2019,13-07-2019,First Class,CUST-041,Customer 31,Consumer,India,Surat,Telangana,340566,West,PROD-090,Office Supplies,Laptops,Storage Box,54517,3,0.03,6894
180,CA-2019-100180,22-04-2019,27-04-2019,First Class,CUST-006,Customer 36,Corporate,India,Bangalore,Rajasthan,955061,North,PROD-006,Technology,Storage,Table,30392,5,0.17,4739
181,CA-2019-100181,30-06-2019,04-07-2019,Standard Class,CUST-024,Customer 6,Corporate,India,Mumbai,Tamil Nadu,307698,North,PROD-020,Furniture,Paper,Smartphone,53177,3,0.19,10268
182,CA-2019-100182,27-04-2019,01-05-2019,Second Class,CUST-050,Customer 11,Consumer,India,Kochi,Rajasthan,744532,West,PROD-070,Office Supplies,Binders,Laptop,49300,1,0.02,8925
183,CA-2019-100183,23-07-2019,27-07-2019,First Class,CUST-020,Customer 8,Consumer,India,Mumbai,Rajasthan,368523,South,PROD-016,Technology,Paper,Notebook,36107,1,0.06,8603
184,CA-2019-100184,17-06-2019,21-06-2019,First Class,CUST-046,Customer 25,Home Office,India,Kochi,Kerala,493566,North,PROD-024,Technology,Chairs,Chair,34582,5,0.12,9755
185,CA-2019-100185,21-12-2019,25-12-2019,First Class,CUST-030,Customer 6,Home Office,India,Bangalore,Delhi,610508,South,PROD-024,Technology,Binders,Storage Box,19903,2,0.14,2067
186,CA-2019-100186,07-03-2019,12-03-2019,First Class,CUST-002,Customer 20,Consumer,India,Chennai,Gujarat,948931,North,PROD-053,Technology,Chairs,Notebook,1804,2,0.11,405
187,CA-2019-100187,03-06-2019,06-06-2019,Second Class,CUST-049,Customer 5,Consumer,India,Kochi,Delhi,453777,South,PROD-038,Office Supplies,Accessories,Binder,42753,5,0.03,7133
188,CA-2019-100188,22-02-2019,23-02-2019,First Class,CUST-009,Customer 32,Corporate,India,Jaipur,Karnataka,801546,North,PROD-039,Office Supplies,Tables,Storage Box,6576,4,0.17,1587
189,CA-2019-100189,20-07-2019,24-07-2019,Second Class,CUST-021,Customer 9,Corporate,India,Delhi,Kerala,317705,West,PROD-033,Technology,Binders,Binder,19260,2,0.08,2082
190,CA-2019-100190,27-05-2019,31-05-2019,Second Class,CUST-040,Customer 46,Corporate,India,Pune,Rajasthan,991609,North,PROD-078,Furniture,Tables,Binder,25833,2,0.16,3088
191,CA-2019-100191,11-07-2019,15-07-2019,Second Class,CUST-034,Customer 44,Home Office,India,Kochi,Karnataka,460896,West,PROD-009,Office Supplies,Accessories,Notebook,25530,2,0.18,3272
192,CA-2019-100192,18-12-2019,20-12-2019,First Class,CUST-003,Customer 5,Corporate,India,Ahmedabad,Karnataka,403440,West,PROD-075,Technology,Storage,Headphones,57028,5,0.16,8253
193,CA-2019-100193,21-10-2019,23-10-2019,First Class,CUST-010,Customer 37,Home Office,India,Ahmedabad,Gujarat,125302,South,PROD-061,Technology,Accessories,Headphones,809,2,0.17,164
194,CA-2019-100194,11-01-2019,12-01-2019,Standard Class,CUST-037,Customer 41,Corporate,India,Hyderabad,Kerala,713733,South,PROD-009,Furniture,Storage,Chair,49609,1,0.02,2914
195,CA-2019-100195,11-07-2019,14-07-2019,Standard Class,CUST-019,Customer 26,Home Office,India,Delhi,Telangana,241842,North,PROD-100,Furniture,Accessories,Laptop,29662,2,0.04,1601
196,CA-2019-100196,19-04-2019,22-04-2019,Second Class,CUST-024,Customer 40,Corporate,India,Surat,Gujarat,240959,West,PROD-003,Furniture,Chairs,Storage Box,2365,1,0.04,153
197,CA-2019-100197,09-07-2019,10-07-2019,Standard Class,CUST-012,Customer 23,Consumer,India,Bangalore,Tamil Nadu,535821,South,PROD-093,Office Supplies,Laptops,Chair,33388,1,0.06,2145
198,CA-2019-100198,23-08-2019,25-08-2019,First Class,CUST-011,Customer 9,Home Office,India,Jaipur,Gujarat,777770,West,PROD-068,Office Supplies,Storage,Notebook,43829,4,0.12,5706
199,CA-2019-100199,25-07-2019,29-07-2019,First Class,CUST-035,Customer 37,Home Office,India,Mumbai,Telangana,764314,West,PROD-024,Technology,Phones,Binder,18345,5,0.13,1110
200,CA-2019-100200,12-03-2019,14-03-2019,Second Class,CUST-042,Customer 18,Corporate,India,Hyderabad,Telangana,579449,North,PROD-009,Technology,Tables,Smartphone,8928,5,0.16,1150
201,CA-2019-100201,12-05-2019,15-05-2019,Standard Class,CUST-020,Customer 48,Home Office,India,Bangalore,Tamil Nadu,616069,South,PROD-043,Technology,Binders,Chair,12848,4,0.09,2353
202,CA-2019-100202,19-04-2019,21-04-2019,First Class,CUST-018,Customer 15,Corporate,India,Ahmedabad,Delhi,689226,West,PROD-060,Technology,Storage,Storage Box,37116,5,0.02,7180
203,CA-2019-100203,07-11-2019,08-11-2019,First Class,CUST-019,Customer 31,Consumer,India,Pune,Tamil Nadu,511246,North,PROD-026,Technology,Laptops,Binder,26940,5,0.06,4818
204,CA-2019-100204,25-06-2019,26-06-2019,Second Class,CUST-030,Customer 17,Consumer,India,Chennai,Maharashtra,520220,North,PROD-056,Office Supplies,Phones,Laptop,20679,2,0.1,4298
205,CA-2019-100205,30-09-2019,04-10-2019,Second Class,CUST-005,Customer 6,Corporate,India,Chennai,Karnataka,609884,North,PROD-097,Furniture,Chairs,Table,31869,3,0.07,8323
206,CA-2019-100206,04-04-2019,09-04-2019,Second Class,CUST-031,Customer 11,Home Office,India,Jaipur,Delhi,752340,West,PROD-085,Office Supplies,Accessories,Binder,27459,3,0.1,2933
207,CA-2019-100207,29-12-2019,30-12-2019,Standard Class,CUST-034,Customer 21,Corporate,India,Pune,Maharashtra,724016,South,PROD-013,Office Supplies,Storage,Headphones,50138,4,0.05,4870
208,CA-2019-100208,06-12-2019,09-12-2019,Second Class,CUST-015,Customer 21,Corporate,India,Bangalore,Rajasthan,247611,North,PROD-089,Furniture,Chairs,Smartphone,15181,3,0.05,3992
209,CA-2019-100209,02-08-2019,07-08-2019,Standard Class,CUST-042,Customer 23,Home Office,India,Delhi,Karnataka,537991,West,PROD-099,Furniture,Paper,Storage Box,12949,3,0.17,3039
210,CA-2019-100210,16-07-2019,20-07-2019,Second Class,CUST-049,Customer 27,Consumer,India,Surat,Delhi,858491,North,PROD-083,Furniture,Paper,Chair,30580,5,0.03,4080
211,CA-2019-100211,28-05-2019,31-05-2019,Standard Class,CUST-014,Customer 43,Home Office,India,Surat,Maharashtra,602263,West,PROD-069,Technology,Storage,Binder,6913,3,0.17,575
212,CA-2019-100212,25-10-2019,27-10-2019,Standard Class,CUST-021,Customer 45,Home Office,India,Hyderabad,Kerala,871950,West,PROD-072,Technology,Accessories,Storage Box,27786,1,0.18,3663
213,CA-2019-100213,28-11-2019,03-12-2019,First Class,CUST-049,Customer 13,Corporate,India,Surat,Rajasthan,885293,West,PROD-080,Office Supplies,Accessories,Binder,12349,4,0.07,1591
214,CA-2019-100214,10-03-2019,11-03-2019,Second Class,CUST-041,Customer 40,Corporate,India,Jaipur,Karnataka,235556,South,PROD-039,Furniture,Chairs,Smartphone,53100,1,0.19,12843
215,CA-2019-100215,27-02-2019,03-03-2019,First Class,CUST-038,Customer 15,Corporate,India,Delhi,Tamil Nadu,826698,North,PROD-014,Furniture,Phones,Binder,37776,5,0.04,7892
216,CA-2019-100216,06-07-2019,10-07-2019,First Class,CUST-022,Customer 2,Corporate,India,Delhi,Karnataka,859001,South,PROD-057,Furniture,Binders,Smartphone,10315,4,0.14,2481
217,CA-2019-100217,08-04-2019,13-04-2019,Second Class,CUST-047,Customer 25,Home Office,India,Hyderabad,Delhi,238034,South,PROD-042,Furniture,Tables,Binder,43918,1,0.15,4383
218,CA-2019-100218,21-10-2019,26-10-2019,Second Class,CUST-036,Customer 46,Corporate,India,Kochi,Karnataka,672109,South,PROD-079,Office Supplies,Storage,Chair,46913,4,0.12,10081
219,CA-2019-100219,13-12-2019,18-12-2019,First Class,CUST-008,Customer 26,Corporate,India,Kochi,Kerala,786212,West,PROD-054,Furniture,Chairs,Chair,24860,5,0.1,4195
220,CA-2019-100220,14-07-2019,16-07-2019,Second Class,CUST-034,Customer 37,Consumer,India,Jaipur,Kerala,903268,North,PROD-033,Office Supplies,Paper,Laptop,38276,5,0.08,8763
221,CA-2019-100221,17-03-2019,19-03-2019,Second Class,CUST-036,Customer 8,Home Office,India,Chennai,Kerala,710415,North,PROD-014,Office Supplies,Accessories,Laptop,33207,5,0.02,3217
222,CA-2019-100222,21-05-2019,24-05-2019,First Class,CUST-003,Customer 22,Corporate,India,Bangalore,Delhi,528506,West,PROD-074,Office Supplies,Accessories,Notebook,58567,4,0.09,14027
223,CA-2019-100223,13-12-2019,14-12-2019,Standard Class,CUST-002,Customer 22,Consumer,India,Delhi,Maharashtra,420779,North,PROD-037,Technology,Binders,Binder,57150,4,0.17,9178
224,CA-2019-100224,22-02-2019,26-02-2019,Standard Class,CUST-005,Customer 43,Home Office,India,Chennai,Kerala,164348,North,PROD-096,Furniture,Accessories,Chair,25680,1,0.04,6725
225,CA-2019-100225,06-09-2019,07-09-2019,Second Class,CUST-041,Customer 5,Corporate,India,Chennai,Gujarat,345429,North,PROD-009,Furniture,Laptops,Storage Box,34718,1,0.06,2903
226,CA-2019-100226,16-08-2019,20-08-2019,Standard Class,CUST-023,Customer 1,Corporate,India,Hyderabad,Gujarat,306795,North,PROD-080,Technology,Accessories,Laptop,29742,2,0.1,2334
227,CA-2019-100227,24-04-2019,25-04-2019,First Class,CUST-013,Customer 5,Consumer,India,Kochi,Telangana,956864,North,PROD-095,Office Supplies,Paper,Chair,6605,3,0.09,1548
228,CA-2019-100228,12-06-2019,17-06-2019,Second Class,CUST-021,Customer 2,Home Office,India,Bangalore,Gujarat,821799,West,PROD-013,Office Supplies,Phones,Notebook,38083,2,0.16,3482
229,CA-2019-100229,09-10-2019,11-10-2019,Standard Class,CUST-046,Customer 8,Home Office,India,Ahmedabad,Tamil Nadu,964539,North,PROD-054,Furniture,Paper,Table,39543,5,0.07,5735
230,CA-2019-100230,14-04-2019,16-04-2019,First Class,CUST-010,Customer 7,Corporate,India,Surat,Maharashtra,806026,South,PROD-005,Furniture,Binders,Smartphone,14030,4,0.12,3418
231,CA-2019-100231,04-05-2019,08-05-2019,First Class,CUST-008,Customer 12,Corporate,India,Bangalore,Gujarat,260188,West,PROD-049,Furniture,Tables,Binder,27731,4,0.13,3999
232,CA-2019-100232,06-03-2019,09-03-2019,Second Class,CUST-050,Customer 35,Consumer,India,Mumbai,Maharashtra,163033,North,PROD-082,Office Supplies,Storage,Smartphone,36989,1,0.03,8251
233,CA-2019-100233,19-08-2019,21-08-2019,Second Class,CUST-014,Customer 47,Corporate,India,Pune,Gujarat,783649,South,PROD-078,Furniture,Storage,Headphones,13597,2,0.16,2077
234,CA-2019-100234,03-03-2019,06-03-2019,Standard Class,CUST-044,Customer 38,Home Office,India,Chennai,Telangana,711163,North,PROD-099,Furniture,Chairs,Headphones,14129,5,0.09,2524
235,CA-2019-100235,26-11-2019,29-11-2019,Standard Class,CUST-025,Customer 31,Corporate,India,Hyderabad,Telangana,170495,South,PROD-001,Furniture,Laptops,Chair,25140,5,0.19,5821
236,CA-2019-100236,04-07-2019,08-07-2019,Standard Class,CUST-018,Customer 45,Consumer,India,Surat,Telangana,422337,West,PROD-097,Furniture,Paper,Table,38745,4,0.17,6998
237,CA-2019-100237,23-03-2019,25-03-2019,Standard Class,CUST-025,Customer 36,Consumer,India,Bangalore,Maharashtra,149496,South,PROD-089,Furniture,Tables,Chair,39861,1,0.18,4443
238,CA-2019-100238,04-10-2019,05-10-2019,First Class,CUST-043,Customer 46,Corporate,India,Ahmedabad,Gujarat,643946,North,PROD-037,Office Supplies,Laptops,Chair,31450,2,0.18,8172
239,CA-2019-100239,07-06-2019,08-06-2019,Standard Class,CUST-004,Customer 42,Consumer,India,Chennai,Karnataka,464094,West,PROD-025,Office Supplies,Chairs,Notebook,26231,5,0.04,3626
240,CA-2019-100240,24-02-2019,25-02-2019,Standard Class,CUST-003,Customer 33,Home Office,India,Surat,Delhi,952422,North,PROD-075,Technology,Accessories,Headphones,12808,3,0.09,1722
241,CA-2019-100241,11-01-2019,12-01-2019,Second Class,CUST-041,Customer 22,Home Office,India,Pune,Delhi,914745,South,PROD-074,Furniture,Paper,Smartphone,57870,1,0.13,10662
242,CA-2019-100242,18-05-2019,19-05-2019,Second Class,CUST-049,Customer 26,Home Office,India,Pune,Tamil Nadu,401558,West,PROD-065,Furniture,Storage,Binder,6800,4,0.1,977
243,CA-2019-100243,30-01-2019,03-02-2019,Second Class,CUST-035,Customer 12,Corporate,India,Hyderabad,Tamil Nadu,641114,West,PROD-024,Furniture,Tables,Notebook,35628,1,0.07,10200
244,CA-2019-100244,02-04-2019,04-04-2019,First Class,CUST-047,Customer 38,Consumer,India,Surat,Telangana,804032,North,PROD-087,Office Supplies,Paper,Table,43130,1,0.18,4625
245,CA-2019-100245,08-06-2019,09-06-2019,Standard Class,CUST-014,Customer 1,Corporate,India,Delhi,Rajasthan,185595,North,PROD-038,Office Supplies,Binders,Binder,15455,5,0.16,2182
246,CA-2019-100246,19-07-2019,22-07-2019,First Class,CUST-030,Customer 8,Consumer,India,Pune,Telangana,406367,North,PROD-033,Furniture,Laptops,Storage Box,47667,2,0.13,6710
247,CA-2019-100247,03-04-2019,06-04-2019,Second Class,CUST-007,Customer 34,Home Office,India,Hyderabad,Gujarat,976209,North,PROD-084,Office Supplies,Storage,Storage Box,56853,4,0.14,5168
248,CA-2019-100248,29-06-2019,01-07-2019,Second Class,CUST-011,Customer 27,Home Office,India,Ahmedabad,Rajasthan,392106,North,PROD-048,Furniture,Chairs,Table,33620,5,0.02,8359
249,CA-2019-100249,21-07-2019,25-07-2019,First Class,CUST-015,Customer 8,Corporate,India,Mumbai,Gujarat,312527,West,PROD-059,Furniture,Phones,Laptop,8316,1,0.14,1916
250,CA-2019-100250,20-03-2019,22-03-2019,Second Class,CUST-037,Customer 40,Home Office,India,Surat,Maharashtra,802179,South,PROD-062,Office Supplies,Laptops,Binder,38087,3,0.02,10917
251,CA-2019-100251,03-05-2019,08-05-2019,Second Class,CUST-047,Customer 47,Consumer,India,Jaipur,Telangana,874321,North,PROD-044,Technology,Storage,Notebook,27207,3,0.14,2203
252,CA-2019-100252,05-07-2019,09-07-2019,Standard Class,CUST-038,Customer 2,Consumer,India,Bangalore,Telangana,636223,West,PROD-048,Furniture,Laptops,Headphones,21370,1,0.19,5208
253,CA-2019-100253,23-03-2019,24-03-2019,Second Class,CUST-010,Customer 49,Corporate,India,Jaipur,Tamil Nadu,764996,West,PROD-088,Office Supplies,Chairs,Storage Box,22816,3,0.07,6044
254,CA-2019-100254,11-05-2019,12-05-2019,First Class,CUST-001,Customer 46,Home Office,India,Jaipur,Tamil Nadu,207218,North,PROD-076,Technology,Binders,Notebook,22559,5,0.19,1669
255,CA-2019-100255,02-11-2019,05-11-2019,First Class,CUST-018,Customer 9,Consumer,India,Mumbai,Tamil Nadu,514051,South,PROD-052,Furniture,Binders,Storage Box,13420,5,0.04,2563
256,CA-2019-100256,08-09-2019,09-09-2019,Second Class,CUST-003,Customer 5,Home Office,India,Delhi,Telangana,266454,West,PROD-058,Technology,Binders,Headphones,42231,5,0.15,11532
257,CA-2019-100257,01-02-2019,03-02-2019,First Class,CUST-028,Customer 22,Home Office,India,Jaipur,Delhi,648285,South,PROD-072,Technology,Storage,Table,47254,3,0.11,7233
258,CA-2019-100258,14-12-2019,17-12-2019,Second Class,CUST-033,Customer 18,Consumer,India,Ahmedabad,Rajasthan,332442,West,PROD-075,Office Supplies,Paper,Table,58020,2,0.01,15987
259,CA-2019-100259,13-12-2019,17-12-2019,Standard Class,CUST-020,Customer 23,Home Office,India,Kochi,Delhi,817540,South,PROD-091,Technology,Tables,Binder,58023,3,0.11,16082
260,CA-2019-100260,14-05-2019,16-05-2019,Second Class,CUST-050,Customer 12,Corporate,India,Hyderabad,Tamil Nadu,824558,North,PROD-057,Technology,Tables,Storage Box,27693,4,0.06,2443
261,CA-2019-100261,20-10-2019,23-10-2019,Standard Class,CUST-021,Customer 46,Corporate,India,Hyderabad,Kerala,914001,West,PROD-035,Office Supplies,Binders,Chair,3910,1,0.18,981
262,CA-2019-100262,28-01-2019,29-01-2019,Second Class,CUST-016,Customer 7,Corporate,India,Pune,Maharashtra,933858,North,PROD-041,Technology,Binders,Notebook,32752,4,0.15,5929
263,CA-2019-100263,22-07-2019,25-07-2019,Second Class,CUST-003,Customer 10,Home Office,India,Chennai,Telangana,798323,South,PROD-054,Office Supplies,Paper,Headphones,42696,4,0.14,12034
264,CA-2019-100264,01-06-2019,06-06-2019,Second Class,CUST-023,Customer 28,Consumer,India,Hyderabad,Gujarat,239454,North,PROD-022,Technology,Tables,Smartphone,10771,3,0.1,913
265,CA-2019-100265,31-08-2019,05-09-2019,First Class,CUST-007,Customer 46,Consumer,India,Pune,Telangana,296518,South,PROD-055,Furniture,Chairs,Table,56245,1,0.17,7239
266,CA-2019-100266,11-06-2019,16-06-2019,Second Class,CUST-005,Customer 15,Corporate,India,Pune,Maharashtra,934699,North,PROD-051,Furniture,Binders,Binder,8993,5,0.2,691
267,CA-2019-100267,26-08-2019,28-08-2019,Second Class,CUST-038,Customer 26,Consumer,India,Jaipur,Tamil Nadu,347613,South,PROD-019,Furniture,Laptops,Storage Box,36293,5,0.16,4238
268,CA-2019-100268,16-05-2019,19-05-2019,Standard Class,CUST-036,Customer 27,Home Office,India,Bangalore,Telangana,481288,West,PROD-017,Technology,Accessories,Binder,50762,5,0.19,5397
269,CA-2019-100269,16-12-2019,21-12-2019,Second Class,CUST-043,Customer 39,Consumer,India,Hyderabad,Gujarat,226087,North,PROD-070,Furniture,Accessories,Notebook,45330,1,0.11,12548
270,CA-2019-100270,05-09-2019,08-09-2019,First Class,CUST-003,Customer 27,Consumer,India,Mumbai,Rajasthan,619125,West,PROD-048,Furniture,Tables,Headphones,41003,3,0.05,10943
271,CA-2019-100271,16-12-2019,18-12-2019,Standard Class,CUST-026,Customer 38,Consumer,India,Ahmedabad,Tamil Nadu,460636,North,PROD-022,Technology,Laptops,Storage Box,22171,2,0.02,1488
272,CA-2019-100272,13-04-2019,17-04-2019,Standard Class,CUST-042,Customer 39,Consumer,India,Ahmedabad,Delhi,512270,West,PROD-039,Furniture,Paper,Chair,18477,3,0.06,1376
273,CA-2019-100273,27-08-2019,31-08-2019,Second Class,CUST-040,Customer 2,Home Office,India,Ahmedabad,Kerala,926482,North,PROD-018,Furniture,Binders,Table,11348,3,0.08,994
274,CA-2019-100274,27-12-2019,01-01-2020,Second Class,CUST-035,Customer 44,Consumer,India,Kochi,Telangana,241520,South,PROD-086,Furniture,Storage,Laptop,35769,1,0.12,6940
275,CA-2019-100275,20-02-2019,24-02-2019,Standard Class,CUST-037,Customer 2,Home Office,India,Surat,Maharashtra,603588,West,PROD-086,Office Supplies,Accessories,Binder,30485,2,0.07,5882
276,CA-2019-100276,27-04-2019,01-05-2019,Second Class,CUST-007,Customer 8,Home Office,India,Hyderabad,Gujarat,477220,South,PROD-087,Technology,Paper,Notebook,54078,5,0.11,13039
277,CA-2019-100277,19-12-2019,24-12-2019,Standard Class,CUST-006,Customer 49,Home Office,India,Ahmedabad,Rajasthan,480122,North,PROD-022,Office Supplies,Storage,Storage Box,30394,4,0.19,5956
278,CA-2019-100278,17-11-2019,20-11-2019,Standard Class,CUST-033,Customer 3,Corporate,India,Pune,Gujarat,163554,West,PROD-022,Furniture,Storage,Smartphone,18331,4,0.17,5033
279,CA-2019-100279,15-01-2019,20-01-2019,First Class,CUST-033,Customer 36,Consumer,India,Bangalore,Rajasthan,436236,North,PROD-023,Technology,Laptops,Binder,43298,5,0.13,8885
280,CA-2019-100280,06-02-2019,08-02-2019,First Class,CUST-039,Customer 42,Home Office,India,Pune,Gujarat,749917,West,PROD-073,Furniture,Binders,Chair,53345,5,0.04,6060
281,CA-2019-100281,19-07-2019,20-07-2019,First Class,CUST-026,Customer 13,Home Office,India,Kochi,Telangana,634159,South,PROD-060,Office Supplies,Accessories,Smartphone,20148,2,0.12,1508
